3.988382826,3.025931419,3.552709281,1.616326879,3.043992839,4.9991195,3.117131995,1.25292975,4.082872134,3.23099943,1.795651855,1.532954081,3.409466166,4.602444261,1.135964751,2.518074643
4.272615941,4.504526054,3.213871381,3.166874442,2.04175378,4.374866128,3.527003433,1.357844505,2.040690647,2.442264828,3.37137993,2.900405399,1.526433506,3.588709725,1.301832019,3.908465969
4.487246654,3.028015134,2.17905432,3.41071827,3.483079633,3.685312535,4.471867792,4.419251811,2.6840327,1.880485105,3.390743804,3.826931842,1.968633397,2.022065912,1.833006865,4.829206674
4.403920289,2.799350048,4.113718636,4.958289744,3.553617059,4.258530013,4.60511237,2.218751171,2.935276058,4.691869399,2.814250793,1.195037606,3.598160034,3.630424833,1.682197329,2.764100317
2.938264626,4.413856898,1.953751517,3.284629491,2.682777231,1.838045634,4.617734698,4.387365495,4.334291143,3.476941344,4.622996543,1.486921779,3.160760857,3.770571464,4.839601337,4.494232817
2.355163458,2.118944036,3.290902573,2.378821689,4.166478052,1.185210297,2.754763764,2.441903617,2.650561706,3.814061509,4.989090493,4.682609395,2.910015256,2.146411293,4.524057224,1.086656886
1.576919905,3.715803818,4.914754118,4.540397887,1.197881058,2.433074452,1.811351215,4.933697672,2.339989522,1.249698377,2.816467966,4.111492836,4.510264314,2.325839417,2.406987354,1.835131514
1.214503335,4.944699524,1.984949782,1.789048795,2.183674322,3.992697306,2.07561796,3.985785968,1.289757299,3.804335545,2.365134316,2.527014149,2.302642761,2.103815827,1.485862376,1.190581745
2.177837309,2.93385984,1.26293327,1.187312027,1.443089392,2.672685887,2.650322386,1.147335314,1.722638222,2.164615759,4.160204623,3.962508925,3.056130151,3.220899368,3.925165103,2.724000523
1.855153915,1.918818856,2.376357009,2.290469217,4.016119764,4.655155543,3.283719564,2.251862125,1.798391767,3.500441013,2.528842397,4.416639998,4.328500575,4.642520404,3.516103534,1.4750772
4.274526367,1.733436625,2.823391556,3.848102332,1.309571588,4.47161456,1.226658713,3.483163184,4.872540485,3.833987745,2.938090086,2.031282682,2.08342211,4.148086304,4.018935854,4.113166503
4.925937169,3.098868825,4.533204418,4.404479472,4.293987585,2.558587992,1.112378575,4.539951989,2.143419453,3.493079295,2.546248736,2.184847439,3.465485307,2.306571609,3.990227853,1.949783387
3.649509414,4.775498893,2.031397056,3.525924847,4.282095068,3.989362446,2.171273696,2.100393072,3.47069523,1.887484239,3.770844165,2.112568443,4.638480643,2.076458897,4.974937429,4.127292097
2.928237905,2.628936643,4.774047903,2.529800395,2.053349173,4.451414355,3.255672983,3.93780737,2.087170345,4.285156465,4.275155695,1.565301419,1.220288797,2.798406911,2.247143156,2.127295711
1.553137119,2.228945257,2.704356574,1.249652238,1.553890639,4.149945181,2.069712475,3.577065825,1.2972028,4.796255462,1.485368459,2.83701487,1.455612219,3.474180054,1.662158186,4.822207523
2.858486264,1.276521184,2.941308666,2.514381483,1.087555363,4.980217528,3.728363661,1.098097497,2.76114904,3.300286107,4.846799853,1.858379007,2.582734322,3.240748126,4.206765247,2.71531613
4.965220731,2.14121124,4.554221285,3.294151403,4.633297885,1.994414193,4.596034653,2.045623316,4.154452993,4.858863149,1.814731697,1.938712275,4.721762061,3.77171637,2.466952688,3.097018621
3.307759357,4.423162964,1.172684477,4.89348557,1.859963213,2.544710893,2.828989584,3.6830433,2.482286795,1.185491775,3.204256487,4.038419133,2.337312873,4.595408417,2.470727579,3.192070752
3.10549054,4.061357178,1.543500134,4.869741524,1.302398922,3.479250449,2.917378187,1.583468188,1.088259009,1.246452629,4.690150178,2.585507819,3.963637613,3.047636366,2.556023464,4.963143999
1.481359717,3.28578363,2.263696905,1.476611153,1.403171143,3.632309769,3.097165794,1.09742614,1.047225202,2.589576322,1.406797219,4.384210803,4.027904071,3.956013509,4.416368464,2.777289417
4.824398946,2.312332046,2.363705649,3.680336727,1.518433297,1.555076622,1.167300289,4.462521878,3.759573532,1.910926672,2.35456122,2.036937883,4.85752904,1.326859136,3.514130839,2.398347635
4.816529175,4.617192233,4.030291526,4.022809989,3.55228143,1.331404108,4.698128457,1.570843458,3.459374244,2.408552673,4.016057795,4.871479087,3.549615144,1.416204702,1.335827684,4.397953039
1.437757632,4.236564077,2.940630776,3.697883407,1.434704574,3.052598426,1.338375774,3.117316922,1.268234005,4.716797491,4.85578937,1.611424161,1.183170555,1.324260321,3.467995141,2.433202577
